      Lon      Lat    Year     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
  -121.11    38.77    2001   2.150  10.006  42.921  71.628 117.246 111.823  69.766   0.000  11.564  10.708   3.725   1.410
  -121.11    38.77    2002   1.655  10.096  28.483  52.562  87.871 101.155  86.916   6.902   0.000   0.000   5.259   1.193
  -121.11    38.77    2003   2.554  13.790  31.968  42.837  86.998  96.494  75.622  13.570   0.159   2.946   4.472   1.586
  -121.11    38.77    2004   2.608   9.900  51.736  85.027 110.372  55.714   1.851   1.542  12.979  13.948   6.221   3.803
  -121.11    38.77    2005   2.290  12.645  34.590  62.229  80.157  99.853 115.175  93.014  37.220  13.634   6.599   2.052
  -121.11    38.77    2006   1.977  12.510  17.036  41.764  87.941  99.285 100.381  36.424   1.112   0.000   4.039   1.541
  -121.11    38.77    2007   1.292   5.772  26.533  42.529  58.855  54.984  13.015   0.000   5.164   5.268   2.848   1.483
  -121.11    38.77    2008   1.508  10.592  38.464  68.273  91.699  42.156   2.013   1.658   3.465  13.468   6.751   1.914
  -121.11    38.77    2009   3.424  11.535  40.813  72.376 108.246  92.092  42.476  14.863  18.074  18.736   8.481   3.148
  -121.11    38.77    2010   3.055  13.919  33.490  51.932  83.448 110.276 121.423  51.572  19.405  17.138   6.886   2.989
  -121.11    38.77    2011   5.203  12.336  22.145  58.146  90.841 117.064 134.815  75.157  36.529  22.685   9.664   6.820
  -121.11    38.77    2012   4.986  18.380  26.667  71.816 130.285 124.072  49.166   0.000   0.000  16.967   5.291   2.600
  -121.11    38.77    2013   3.507  13.539  43.013  79.815  98.975  94.193  41.712   0.000  19.404   6.012   6.526   5.837
  -121.11    38.77    2014   5.373  14.785  42.281  77.314  98.693  90.658   8.291   0.000  19.908  16.343   6.336   2.566
  -121.11    38.77    2015   4.930  18.598  47.557  73.158  93.970  94.088  32.735  10.202   2.706   8.737   7.222   2.828
  -121.11    38.77    2016   2.776  17.663  32.440  67.416  96.626 100.769  62.793  14.037   1.651  11.950   5.534   3.390
  -121.11    38.77    2017   2.421   8.370  32.202  54.676 104.486 111.014 112.322  54.372  22.084  16.794   5.617   4.805
  -121.11    38.77    2018   3.548  19.599  29.900  67.490 114.280 118.902  89.086  18.256   3.173   3.130   5.717   3.462
  -121.11    38.77    2019   2.578   7.075  28.357  67.430  90.706 120.525 107.251  70.947  32.355   4.616   6.397   2.787
  -121.11    38.77    2020   2.612  19.622  34.650  72.728  94.972  95.216  44.110   0.000   0.000   0.000   5.279   2.574
  -121.11    38.77    2021   1.525  12.433  39.310  75.895  79.282  64.403   8.079   1.913   5.078   6.275   3.674   1.073
  -121.11    38.73    1979   3.504   7.559  24.737  38.236  59.363  49.370  36.469   7.563   3.264  14.310   6.901   3.715
  -121.11    38.73    1980   4.263  11.366  29.310  44.551  65.153  58.773  41.723  34.073  13.046  11.870   9.621   6.870
  -121.11    38.73    1981   4.612  13.082  28.924  58.589  83.674  53.102   5.811   4.729  17.548  20.105   5.204   3.337
  -121.11    38.73    1982   3.774  10.645  24.077  48.529  83.304  73.722  57.736  43.555  41.540  17.952   5.753   3.205
  -121.11    38.73    1983   3.593   9.577  23.472  48.938  92.794  96.941  72.248  54.223  47.464  23.364   5.300   3.198
  -121.11    38.73    1984   6.132  13.292  35.372  56.668 102.080  86.741  13.315   3.825   2.839  16.211   5.671   5.351
  -121.11    38.73    1985   4.295  11.716  24.699  51.346  74.481  48.353   2.779   5.078  24.170  15.378   4.188   4.264
  -121.11    38.73    1986   4.029   9.923  26.655  44.290  69.280  58.669  30.175   1.714  23.903  17.866   9.109   4.220
  -121.11    38.73    1987   3.468  10.807  24.049  50.401  68.616  10.860   1.609   1.713   1.169  14.674   7.386   3.539
  -121.11    38.73    1988   4.528  17.673  39.149  49.304  73.954  58.813   3.074   2.849   4.026   7.470   6.099   2.495
  -121.11    38.73    1989   3.660   6.710  19.287  47.461  71.826  52.797  26.176  13.648  41.894  22.221  10.467   6.265
  -121.11    38.73    1990   4.029  11.130  32.102  52.086  68.040  93.976  25.764   5.840   6.257  20.386  10.643   3.323
  -121.11    38.73    1991   5.982  14.868  21.852  50.982  75.744  61.479  10.151  17.755   4.936  23.357  11.261   6.010
  -121.11    38.73    1992   3.718   9.070  26.117  46.095  72.640  49.480   6.177   4.617   2.497  16.696   6.953   2.719
  -121.11    38.73    1993   2.480   8.028  21.816  38.189  56.426  69.225  36.012   6.873   3.768  13.511   5.899   2.871
  -121.11    38.73    1994   4.533  10.850  34.596  53.959  79.663  61.180   9.842   8.253   8.621   4.791   6.360   3.372
  -121.11    38.73    1995   3.135  15.399  23.018  42.232  63.945  76.544  77.525  11.675   0.683   3.560   5.984   3.568
  -121.11    38.73    1996   3.224  10.178  30.983  49.217  69.915  89.861  56.963   8.622   3.053  14.841   5.846   3.006
  -121.11    38.73    1997   3.731  15.609  37.971  56.180  83.784  46.949   8.093  15.081   6.656  17.109   5.045   4.266
  -121.11    38.73    1998   2.514   7.247  26.895  42.679  51.757  77.322  87.296  57.031  23.502  16.639   5.207   3.472
  -121.11    38.73    1999   2.998   8.787  26.761  54.668  95.883  68.210  15.598  12.461   2.010  12.142   7.367   5.682
  -121.11    38.73    2000   3.402   9.447  37.006  58.546  80.327  92.467  26.705   0.000   0.640  13.531   6.095   4.014
  -121.11    38.73    2001   3.511  12.064  36.471  54.942  92.216  81.458   2.719   0.000  10.994  13.843   5.182   2.428
  -121.11    38.73    2002   2.862  12.743  28.748  48.748  82.338  96.439  52.946   0.099   0.000   0.000   5.686   2.011
  -121.11    38.73    2003   5.542  16.039  34.258  42.601  86.330  97.269   8.467  12.526   0.090   2.891   6.255   2.637
  -121.11    38.73    2004   3.142  10.748  40.447  62.769  82.063   9.065   0.000   0.000   6.529  10.775   4.988   3.288
  -121.11    38.73    2005   2.705  12.459  28.869  48.430  62.150  76.981  86.301  59.354  19.796  10.331   5.580   2.234
  -121.11    38.73    2006   3.825  14.233  21.246  44.450  88.579 103.140  81.908  20.020   0.000   0.000   5.560   2.427
  -121.11    38.73    2007   3.177  12.159  40.128  58.969  86.072  21.017   0.055   0.000   8.820   9.175   5.815   2.486
  -121.11    38.73    2008   2.021  12.749  37.886  62.561  76.519   4.590   0.000   0.000   0.000   8.343   5.084   1.605
  -121.11    38.73    2009   3.264  10.507  32.169  52.919  76.926  46.506   1.115   0.000   5.676  10.524   4.789   2.081
  -121.11    38.73    2010   3.100  11.782  28.617  41.770  63.120  81.474  68.170  27.035   3.492  10.768   4.535   2.317
  -121.11    38.73    2011   4.157  12.692  22.226  48.411  73.833  92.550  96.694  38.981   0.791  13.674   6.384   4.136
  -121.11    38.73    2012   5.347  17.308  29.089  64.113 106.397  42.186   0.000   0.000   0.000  13.025   4.757   1.929
  -121.11    38.73    2013   3.004  16.125  39.284  69.278  85.625  46.667   0.822   0.000  15.939   7.216   6.182   4.312
  -121.11    38.73    2014   5.846  14.222  38.353  64.558  82.192   6.503   0.000   0.000  18.045  12.680   5.164   2.440
  -121.11    38.73    2015   5.352  18.088  40.487  59.393  77.592  50.405   0.810   0.000   1.421   7.948   5.400   2.116
  -121.11    38.73    2016   3.753  16.533  30.604  56.297  78.124  77.625   4.166   0.000   0.000   9.147   4.881   2.771
  -121.11    38.73    2017   2.721   9.038  30.424  46.607  83.277  85.678  67.241  51.645  17.510  11.114   5.104   4.010
  -121.11    38.73    2018   4.639  16.438  30.022  60.250  96.665 104.298  19.361   0.000   0.000   0.000   5.743   3.355
  -121.11    38.73    2019   3.917   8.557  29.811  61.006  79.976 104.348  98.630   5.819  19.737   4.627   6.087   2.918
  -121.11    38.73    2020   4.247  19.271  35.983  65.300  86.146  65.411   0.956   0.000   0.000   0.000   4.825   2.475
  -121.11    38.73    2021   2.751  11.383  30.512  55.469  67.985   0.066   0.000   0.000   4.219   6.565   3.824   1.144
  -121.06    38.85    1979   1.404   8.533  38.796  64.594 104.482 116.790  64.040   8.142   1.542   7.971   4.034   2.113
  -121.06    38.85    1980   3.535  13.717  40.857  68.375 102.664 120.549  99.041  26.291   4.307  13.050   6.624   4.537
  -121.06    38.85    1981   3.975  13.891  31.802  82.420 115.354 105.293   4.358   0.000  21.052  14.081   2.776   1.268
  -121.06    38.85    1982   1.397  11.100  27.308  62.527 111.089 109.341 119.820  57.210  43.922   8.724   3.098   1.881
  -121.06    38.85    1983   2.611   9.430  21.240  59.720 126.402 138.770 111.569  65.060  40.936  15.089   2.984   1.218
  -121.06    38.85    1984   3.646  14.174  36.866  70.456 127.967 130.935  73.054  27.063  10.893   7.390   2.170   2.337
  -121.06    38.85    1985   1.952  16.299  30.188  79.434 117.186 104.517  15.942   5.722  29.180   8.725   2.295   2.654
  -121.06    38.85    1986   4.095  12.949  42.362  74.738 117.390 127.093  62.233   0.000  14.119   8.781   4.539   2.201
  -121.06    38.85    1987   1.990  15.187  35.432  84.441 116.557  80.897   6.269   0.000   0.000   9.284   4.506   2.302
